Date,Quarter,Appr. status,Seq No.,Sampling type,Vessel,Trip,Station,Gear,Mesh size,Validity (haul),Subsample,Fate,Processing,Catagory,Max maturity,Subdiv.,Rect.,ICES,Depth,Fishno,Lengthclass,Age,Age quality,Weight (g),Sex,Maturity,Otolithno,Fat content,Nematodes,Decease,Vr,Spawning type,Spawning grind,Liver weight (mg),Gonad weight (mg),Gutted weight (g),Gall content,Stomach state,Dna number,Maturity nephrop,Maturity pandalus,Aging method,Liver weight roundfish (g),Gonad weight roundfish (g),Parasite prawns,Ichthyophonus,Nematodes in liver,Spmen note
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",43,250,21,,142,M,4,523,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",41,260,3,,194,F,4,521,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",39,260,3,,214,F,4,519,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",61,260,3,,252,F,4,541,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",95,260,4,,214,F,4,575,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",5,260,4,,216,F,4,485,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",1,260,4,,220,F,4,481,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",56,260,4,,244,F,4,536,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",20,260,5,,220,F,4,500,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",25,260,5,,232,F,4,505,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",44,260,7,,172,M,4,524,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",9,260,11,,190,M,4,489,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",46,260,11,,196,M,4,526,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",33,260,,,186,M,4,513,,,,,,,,,,,,,,,,,,,,,ol�slig otolit
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",83,270,4,,272,F,4,563,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",49,270,5,,240,F,4,529,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",79,270,7,,246,F,4,559,,,5,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",50,270,9,,246,F,4,530,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",78,270,12,,282,F,4,558,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",15,270,11,,172,M,4,495,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",88,280,3,,260,F,4,568,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",93,280,6,,276,F,4,573,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",57,280,7,,292,F,4,537,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",4,280,13,,276,F,4,484,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",42,280,10,,280,M,4,522,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",29,280,15,,236,M,4,509,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",55,290,4,,282,F,4,535,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",2,290,9,,270,F,4,482,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",90,290,10,,374,F,4,570,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",69,290,15,,200,M,4,549,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",59,300,6,,364,F,4,539,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",40,300,7,,356,F,4,520,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",94,300,8,,288,F,4,574,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",6,300,11,,312,F,4,486,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",8,300,12,,338,F,4,488,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",60,310,9,,418,F,4,540,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",35,330,12,,408,F,4,515,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10196,6,OXBH,11,19,319,,V,0,8,0,9,9,27,4261,42G6,"62,5",36,340,12,,566,F,4,516,,,,,,,,,,,,,,,,,,,,,
2014-11-16,4,No,10198,6,OXBH,11,23,319,,V,0,8,0,9,9,27,4261,42G6,"75,3",1,200,2,,100,F,2,579,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,7,180,1,,72,F,1,624,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,8,180,1,,70,M,1,625,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,14,200,2,,106,F,2,631,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,4,320,3,,420,F,4,621,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,15,320,4,,442,F,4,632,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,9,320,5,,416,F,4,626,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,13,320,5,,454,F,4,630,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,1,320,8,,326,F,4,618,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,5,320,10,,514,F,4,622,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,3,330,4,,488,F,4,620,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,12,330,4,,490,F,4,629,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,11,340,4,,424,F,4,628,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,16,340,19,,532,F,4,633,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,10,340,8,,380,F,9,627,,,,,,,,,,,,,,,,,,,,,mycket mager
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,6,350,7,,548,F,4,623,,,1,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,17,350,12,,372,M,9,634,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10200,6,OXBH,11,29,319,,V,0,8,0,9,9,25,4059,40G4,34,2,410,13,,692,F,4,619,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,28,200,4,,110,M,4,607,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,1,280,4,,242,M,4,580,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,5,280,4,,258,M,4,584,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,6,290,3,,308,F,4,585,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,11,300,3,,382,F,4,590,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,9,300,3,,396,F,4,588,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,15,300,3,,402,F,4,594,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,7,310,3,,374,F,4,586,,,5,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,16,310,3,,374,F,4,595,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,2,310,4,,396,F,4,581,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,17,310,4,,422,F,4,596,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,12,310,4,,448,F,4,591,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,33,310,4,,464,F,4,612,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,8,310,5,,332,F,4,587,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,35,310,5,,390,F,4,614,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,31,310,6,,466,F,4,610,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,18,310,7,,478,F,4,597,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,32,310,14,,398,F,4,611,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,27,320,4,,404,F,4,606,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,10,320,4,,426,F,4,589,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,36,320,4,,476,F,4,615,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,30,320,4,,510,F,4,609,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,23,320,5,,448,F,4,602,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,37,320,5,,456,F,4,616,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,20,330,3,,442,F,4,599,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,22,330,4,,526,F,4,601,,,5,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,21,330,6,,410,F,4,600,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,25,330,6,,452,F,4,604,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,24,330,6,,516,F,4,603,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,19,330,12,,568,F,4,598,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,38,330,4,,404,F,9,617,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,3,340,7,,370,F,4,582,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,13,340,9,,414,F,4,592,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,14,350,13,,562,F,4,593,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,26,360,8,,446,F,4,605,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,34,360,9,,584,F,4,613,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,29,360,11,,678,F,4,608,,,,,,,,,,,,,,,,,,,,,
2014-11-17,4,No,10201,6,OXBH,11,27,319,,V,0,8,0,9,9,25,4059,40G4,47,4,360,20,,560,F,4,583,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,16,180,10,,46,M,9,650,,,,,,,,,,,,,,,,,,,,,mager
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,28,210,7,,124,M,4,662,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,19,220,3,,152,F,4,653,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,22,220,6,,112,M,4,656,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,5,230,6,,128,F,4,639,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,20,230,3,,148,M,4,654,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,4,240,5,,182,F,4,638,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,21,240,6,,180,F,4,655,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,11,240,3,,162,M,4,645,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,10,240,8,,148,M,4,644,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,18,240,10,,160,M,4,652,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,2,250,3,,86,F,4,636,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,8,250,3,,204,F,4,642,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,9,250,6,,188,F,4,643,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,24,250,10,,214,F,4,658,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,26,250,8,,162,M,4,660,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,27,260,3,,198,F,4,661,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,23,260,4,,204,F,4,657,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,1,260,9,,226,M,4,635,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,13,260,18,,202,M,4,647,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,6,270,4,,214,F,4,640,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,12,270,8,,184,M,4,646,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,7,280,3,,278,F,4,641,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,17,290,8,,304,F,4,651,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,25,300,7,,324,F,4,659,,,5,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,3,300,11,,344,F,4,637,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,14,310,7,,326,F,4,648,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,15,340,14,,458,F,4,649,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10202,6,OXBH,11,31,319,,V,0,8,0,9,9,27,4362,43G7,72,29,350,10,,506,F,4,663,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",2,210,3,,130,F,4,665,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",1,220,2,,134,M,4,664,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",10,230,3,,138,F,4,673,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",11,240,4,,166,F,4,674,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",7,240,6,,206,F,4,670,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",16,240,3,,136,M,4,679,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",15,240,9,,162,M,4,678,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",8,260,6,,202,F,4,671,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",6,260,15,,252,F,4,669,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",3,270,7,,240,F,4,666,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",5,280,10,,248,M,4,668,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",9,280,14,,276,M,4,672,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",12,290,14,,228,M,4,675,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",4,300,5,,372,F,4,667,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",14,310,9,,360,F,4,677,,,,,,,,,,,,,,,,,,,,,
2014-11-18,4,No,10203,6,OXBH,11,32,319,,A,0,8,0,9,9,27,4262,42G7,"72,6",13,350,10,,574,F,4,676,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",37,130,1,,26,F,1,716,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",11,130,1,,32,F,1,690,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",35,130,1,,24,M,1,714,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",41,140,2,,36,F,1,720,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",50,140,1,,32,M,1,729,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",48,150,1,,40,F,1,727,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",46,150,2,,42,F,1,725,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",3,150,2,,50,F,4,682,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",36,150,2,,38,M,1,715,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",45,150,2,,48,M,4,724,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",34,160,2,,56,F,4,713,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",8,230,6,,154,F,4,687,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",14,230,11,,120,M,4,693,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",15,230,13,,158,M,4,694,,,,,,,,,,,,,,,,,,,,,
2014-11-19,4,No,10207,6,OXBH,11,40,319,,V,0,8,0,9,9,28,4464,44G9,"48,1",1,230,15,,138,M,4,680,,,,,,,,,,,,,,,,,,,,,
